S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,25,59,18,0,9,2,9,0,32,12,0,17,0,9,9,4,54,23,27,19,31,5,2,42,7,11,34,12,5,0,1.49986863136292,0.626017928123474,0.848321259021759,1.6111364364624,0.403302222490311,0.609153985977173,1.10270571708679,0.49796661734581,0.489948451519012,1.23115813732147,0.491679817438126,0.663527309894562,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,22,60,19,1,11,0,6,5,33,11,1,15,0,7,0,4,50,27,26,21,32,3,1,41,4,17,34,12,1,0,1.50000703334808,0.625747799873352,0.848199427127838,1.61090862751007,0.403256118297577,0.608925402164459,1.09732401371002,0.49679508805275,0.496806204319,1.22981917858124,0.49050298333168,0.667485773563385,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,25,56,25,0,12,0,6,4,33,12,0,11,0,7,0,4,54,25,26,19,32,11,1,37,5,16,33,11,0,0,1.50029623508453,0.625726521015167,0.848078429698944,1.61081790924072,0.403186202049255,0.608692944049835,1.091921210289,0.495499968528748,0.503899693489075,1.22835683822632,0.489802867174149,0.67165219783783,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,26,58,24,0,8,0,9,5,32,12,11,11,2,6,2,4,54,22,27,16,33,4,0,46,0,12,32,10,0,0,1.50056803226471,0.625718116760254,0.84790450334549,1.61077773571014,0.403308868408203,0.608118116855621,1.08647632598877,0.494585871696472,0.511295974254608,1.22702264785767,0.489152818918228,0.675649225711823,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,28,55,18,0,8,1,10,4,30,8,0,12,1,9,1,2,53,24,25,19,32,6,2,41,5,14,37,8,1,1,1.50075435638428,0.625775456428528,0.847663879394531,1.61060810089111,0.403274416923523,0.60778820514679,1.08132266998291,0.493873476982117,0.518891572952271,1.22560441493988,0.488508582115173,0.679660260677338,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,28,58,23,1,9,1,9,4,26,6,1,17,13,7,3,8,53,27,22,18,28,1,0,38,6,19,27,9,0,0,1.50098609924316,0.62580931186676,0.847399592399597,1.61059260368347,0.403229206800461,0.607452094554901,1.07671165466309,0.493352651596069,0.526464521884918,1.2242683172226,0.487792253494263,0.683833360671997,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,26,60,22,0,12,0,10,4,29,7,2,11,1,4,3,3,53,24,25,23,34,7,1,41,7,13,28,11,0,0,1.50129103660584,0.62585860490799,0.847099661827087,1.61057579517365,0.403274655342102,0.60693496465683,1.07166349887848,0.493646055459976,0.534250199794769,1.22318589687347,0.487127423286438,0.688093423843384,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,25,60,17,1,11,1,11,5,23,8,9,15,0,6,3,8,53,28,23,18,33,9,1,34,5,14,23,7,0,1,1.50146555900574,0.625937283039093,0.846751868724823,1.61059653759003,0.403200268745422,0.606655240058899,1.06719732284546,0.493448257446289,0.542076706886292,1.2221667766571,0.486746966838837,0.692409455776215,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,27,58,18,0,9,0,11,4,24,8,0,14,0,9,2,4,51,27,24,16,34,5,0,37,6,16,26,8,0,0,1.50160348415375,0.625967979431152,0.84656286239624,1.61055338382721,0.403178960084915,0.606327176094055,1.06385052204132,0.493347018957138,0.548153281211853,1.22142457962036,0.486534386873245,0.695520222187042,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,25,56,24,2,11,0,10,12,30,9,1,11,5,8,1,6,52,24,23,19,31,10,7,38,5,18,25,10,0,0,1.5017796754837,0.625992000102997,0.846285820007324,1.61061882972717,0.40325790643692,0.605654358863831,1.05945956707001,0.493257135152817,0.556585371494293,1.22051966190338,0.486027956008911,0.699544727802277,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,28,54,21,2,11,1,6,6,30,7,7,11,1,2,2,2,52,23,22,21,27,7,0,34,5,15,23,10,0,0,1.50199365615845,0.626217424869537,0.845965325832367,1.61060571670532,0.40326589345932,0.605204880237579,1.05512142181396,0.493078827857971,0.565143823623657,1.21960377693176,0.485663414001465,0.703800678253174,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,31,61,33,0,12,0,11,8,25,5,0,11,0,2,3,3,52,24,21,18,32,10,1,37,5,16,26,8,8,8,1.50222635269165,0.626254200935364,0.845489799976349,1.61068284511566,0.403305917978287,0.604808568954468,1.05094718933105,0.493019908666611,0.573874771595001,1.21888518333435,0.485079348087311,0.70809531211853,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,28,56,29,6,10,1,16,9,29,4,1,12,1,2,3,1,47,28,20,15,34,10,1,37,4,13,27,9,0,0,1.50233268737793,0.626168429851532,0.84516853094101,1.61074960231781,0.40335950255394,0.60439532995224,1.04691541194916,0.49277925491333,0.582806348800659,1.21822643280029,0.484472155570984,0.712504684925079,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,22,55,23,0,11,0,11,8,31,7,3,12,1,3,5,1,44,24,25,21,32,9,0,39,2,14,31,10,3,0,1.50248491764069,0.626170337200165,0.84473842382431,1.61077666282654,0.403385907411575,0.603895545005798,1.04301011562347,0.492346525192261,0.591927051544189,1.21766066551209,0.483738750219345,0.716942310333252,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,25,57,20,1,13,2,11,3,23,3,1,14,0,4,5,2,46,22,21,20,31,5,0,35,4,19,27,7,0,9,1.50254499912262,0.626259028911591,0.844662129878998,1.61080574989319,0.403433740139008,0.603419959545136,1.03919959068298,0.491801500320435,0.601220846176147,1.21722674369812,0.48295259475708,0.721345722675324,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,28,60,22,9,9,3,11,5,26,4,0,12,0,1,11,4,45,29,23,21,39,6,2,39,7,18,31,11,0,8,1.50264644622803,0.626327812671661,0.844471752643585,1.6108238697052,0.403439939022064,0.603103220462799,1.03645348548889,0.491477996110916,0.608149290084839,1.21693181991577,0.482477724552155,0.724657535552979,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,27,58,21,1,8,0,13,8,26,6,0,14,0,2,3,5,45,26,25,19,38,6,3,39,9,19,29,10,0,0,1.50284767150879,0.626412332057953,0.844169855117798,1.61082446575165,0.403399884700775,0.602674126625061,1.0331038236618,0.491336226463318,0.617213606834412,1.21659278869629,0.482241660356522,0.728922486305237,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,28,55,19,0,3,0,10,7,25,8,9,15,1,1,1,1,46,26,24,20,38,7,2,38,4,17,32,10,0,0,1.50305664539337,0.626459717750549,0.843987107276917,1.61071527004242,0.403423696756363,0.602191805839539,1.02995729446411,0.491401821374893,0.626206636428833,1.21617531776428,0.482450187206268,0.733028471469879,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,25,56,15,1,8,0,17,7,27,9,0,16,0,0,2,2,45,29,21,21,36,8,1,39,7,15,33,9,0,0,1.50327670574188,0.626551926136017,0.843814015388489,1.61052942276001,0.403370171785355,0.60173225402832,1.02718842029572,0.491635918617249,0.635475516319275,1.21574115753174,0.482798546552658,0.736954569816589,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,27,55,17,0,7,0,13,6,33,9,3,14,1,6,3,8,45,27,23,20,36,7,10,39,6,14,30,11,3,0,1.5035787820816,0.626740276813507,0.843607485294342,1.61039388179779,0.403389781713486,0.601275444030762,1.02486371994019,0.491876125335693,0.644643127918243,1.21546316146851,0.482848435640335,0.740951657295227,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,27,53,20,0,4,0,15,4,25,12,0,15,1,0,5,2,47,27,22,23,36,7,2,37,5,15,27,9,15,7,1.50381445884705,0.626951336860657,0.8434978723526,1.61021983623505,0.403415203094482,0.600807070732117,1.02259063720703,0.491812229156494,0.653935730457306,1.21531796455383,0.482815086841583,0.745323002338409,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,27,58,16,16,7,9,15,9,31,9,0,16,0,0,3,6,46,25,23,16,35,7,0,38,2,17,28,8,0,1,1.50416052341461,0.627048432826996,0.843260705471039,1.61003971099854,0.403412252664566,0.600299954414368,1.02034950256348,0.49177423119545,0.663130164146423,1.2154575586319,0.482850611209869,0.74954628944397,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,25,54,18,0,5,2,9,9,30,8,2,12,1,0,3,1,45,24,25,18,37,7,3,37,0,13,30,14,1,0,1.50434494018555,0.627170860767365,0.843118846416473,1.60989940166473,0.403401613235474,0.599980592727661,1.01867997646332,0.491648226976395,0.670013606548309,1.21552658081055,0.483152747154236,0.752757370471954,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,27,53,17,0,8,9,12,7,29,11,0,13,0,1,5,0,48,27,25,20,36,6,3,39,3,20,27,9,9,13,1.50458860397339,0.627346813678741,0.842896819114685,1.6097104549408,0.403398305177689,0.599531710147858,1.01674568653107,0.491786390542984,0.679064869880676,1.21548974514008,0.483759701251984,0.75699120759964,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,26,56,23,0,6,1,13,2,30,8,0,17,0,1,1,4,45,25,27,20,37,7,2,40,3,11,29,8,1,1,1.50480651855469,0.62751317024231,0.842669308185577,1.60949695110321,0.403400927782059,0.59911447763443,1.01522672176361,0.492221921682358,0.688129544258118,1.21530902385712,0.483877331018448,0.76101678609848,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,26,53,19,0,7,0,12,9,28,5,12,18,0,1,11,4,47,23,24,19,39,8,1,38,3,13,29,8,0,0,1.50496482849121,0.627740323543549,0.84226006269455,1.60930931568146,0.403347492218018,0.598760485649109,1.01409602165222,0.49276739358902,0.69711297750473,1.21522843837738,0.483899414539337,0.765199244022369,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,23,50,21,8,4,0,12,8,27,4,1,15,0,6,2,6,48,25,21,24,39,9,1,41,4,14,30,9,1,1,1.50515139102936,0.627857685089111,0.842122554779053,1.60914671421051,0.403216809034348,0.598492562770844,1.01319932937622,0.493108659982681,0.706095814704895,1.21541047096252,0.483827322721481,0.76953262090683,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,24,54,24,1,6,0,20,7,27,4,1,13,1,2,11,6,45,29,20,19,38,8,7,37,4,15,27,5,0,1,1.50536680221558,0.628009021282196,0.841924369335175,1.60899364948273,0.403225988149643,0.598010182380676,1.0122584104538,0.492939800024033,0.715034365653992,1.21584892272949,0.483857989311218,0.774125576019287,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,27,52,22,1,9,2,14,6,26,6,1,10,1,8,2,6,44,25,22,21,38,9,1,40,4,13,30,10,0,0,1.50551521778107,0.628154993057251,0.841852128505707,1.6088445186615,0.403192102909088,0.597696781158447,1.01157879829407,0.492577731609345,0.721856474876404,1.216273188591,0.483932942152023,0.777504563331604,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,21,49,21,0,7,0,11,6,29,9,0,9,11,9,3,12,43,22,21,19,36,9,0,41,3,16,29,8,0,0,1.50575017929077,0.628307819366455,0.841605842113495,1.60864448547363,0.403083503246307,0.597324550151825,1.01080203056335,0.491920650005341,0.730911672115326,1.21684372425079,0.484021902084351,0.781592190265656,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,26,49,20,1,6,1,11,13,28,6,5,15,1,6,3,3,46,20,22,19,36,12,1,40,5,12,29,14,0,0,1.50595664978027,0.628354370594025,0.84150242805481,1.60830867290497,0.40296083688736,0.597300052642822,1.01036667823792,0.491505086421967,0.739986956119537,1.21727478504181,0.484023422002792,0.785814046859741,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,27,52,19,0,8,0,11,10,28,10,2,16,0,5,2,5,44,21,19,16,36,9,2,39,2,13,30,8,0,3,1.50620436668396,0.628459274768829,0.841457903385162,1.60803747177124,0.402947396039963,0.596857190132141,1.01014339923859,0.491357773542404,0.748490631580353,1.21766889095306,0.483982533216476,0.790245890617371,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,25,53,21,0,8,0,13,6,26,8,0,14,0,5,1,8,40,21,21,21,39,9,2,43,5,11,27,7,0,1,1.50650274753571,0.628522038459778,0.841450273990631,1.60769939422607,0.402943998575211,0.596442103385925,1.01004528999329,0.491337329149246,0.756655275821686,1.21831381320953,0.483783841133118,0.794145464897156,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,25,56,21,5,7,0,10,9,29,6,3,16,2,2,2,8,41,18,21,19,38,5,2,42,4,11,24,5,0,0,1.50676560401917,0.628564655780792,0.841504633426666,1.60733258724213,0.402889251708984,0.596117258071899,1.01022613048553,0.491316705942154,0.764613807201386,1.2190465927124,0.48372957110405,0.797998130321503,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,26,54,22,0,9,0,11,10,27,7,1,17,0,3,3,8,43,19,19,19,39,9,2,43,0,10,26,7,0,0,1.50705122947693,0.628660619258881,0.841635346412659,1.60680019855499,0.40270334482193,0.595953822135925,1.01072299480438,0.491293549537659,0.77241462469101,1.21976947784424,0.483889371156693,0.801784932613373,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,26,54,23,7,9,0,13,7,29,9,0,17,0,4,0,7,44,20,19,13,40,11,0,38,3,12,29,9,8,0,1.50722694396973,0.628726243972778,0.841642439365387,1.60647547245026,0.402642756700516,0.595867216587067,1.0109875202179,0.491140812635422,0.778277039527893,1.22030746936798,0.483997613191605,0.804516851902008,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,25,54,22,0,7,2,10,7,29,10,0,13,0,2,3,5,39,19,21,16,38,16,2,39,0,9,29,8,0,3,1.50743532180786,0.628820478916168,0.84162437915802,1.60595524311066,0.402423739433289,0.595777988433838,1.01156532764435,0.49076434969902,0.786148965358734,1.22110724449158,0.48389333486557,0.808101415634155,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,27,55,21,3,9,14,13,12,29,12,1,15,1,4,3,7,40,21,16,18,40,13,5,40,0,6,27,8,0,4,1.50768554210663,0.628949463367462,0.841631352901459,1.60556507110596,0.402343839406967,0.595524549484253,1.01224756240845,0.490334510803223,0.793875992298126,1.22210645675659,0.483609020709991,0.811620712280273,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,26,51,17,0,5,0,12,4,29,11,0,11,1,5,3,9,39,20,20,19,36,10,2,40,3,9,29,5,0,0,1.5079140663147,0.629097878932953,0.841696083545685,1.60520231723785,0.402275085449219,0.59514707326889,1.01308071613312,0.489902943372726,0.801390171051025,1.22330629825592,0.483342260122299,0.815202891826629,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,27,54,19,0,7,0,10,9,27,6,1,13,8,1,3,8,41,19,20,18,41,11,2,41,1,13,28,9,5,0,1.5081467628479,0.629182100296021,0.841692447662354,1.60489141941071,0.402090579271317,0.595088124275208,1.01391100883484,0.489506959915161,0.808801233768463,1.22450542449951,0.483186632394791,0.818708717823029,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,27,52,21,0,5,0,9,10,29,7,1,12,0,7,3,9,38,19,20,18,41,13,1,42,5,10,25,8,5,1,1.50839114189148,0.629290342330933,0.841684937477112,1.60461318492889,0.402038604021072,0.594834506511688,1.01477861404419,0.489415287971497,0.815962195396423,1.22553968429565,0.483419150114059,0.822205364704132,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,19,52,18,0,7,0,13,13,28,8,1,7,1,10,3,9,37,25,19,22,44,11,1,42,3,12,30,6,0,0,1.50865650177002,0.629417359828949,0.841677129268646,1.60428738594055,0.401947200298309,0.594630658626556,1.01571249961853,0.489508420228958,0.822965979576111,1.2264176607132,0.483900219202042,0.825652301311493,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,25,53,18,0,9,0,11,6,26,11,0,13,9,10,5,5,39,24,20,17,43,15,0,43,3,14,26,7,0,0,1.50884652137756,0.62948751449585,0.841614961624146,1.60400331020355,0.401901453733444,0.594346582889557,1.01681804656982,0.489711731672287,0.829806804656982,1.22725069522858,0.484279543161392,0.829058825969696,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,24,49,19,0,6,0,9,7,31,6,1,18,0,9,2,5,39,21,19,19,44,13,0,41,1,14,25,7,5,0,1.50898098945618,0.629578948020935,0.841575145721435,1.60363626480103,0.401783674955368,0.594409048557282,1.01776170730591,0.489862561225891,0.83492773771286,1.22800624370575,0.484410524368286,0.831591010093689,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6,19,51,17,0,5,0,8,7,26,9,0,14,3,8,2,7,35,22,17,19,46,12,3,45,6,9,25,8,0,0,1.50918757915497,0.629663288593292,0.841540396213532,1.60336637496948,0.401736199855804,0.59416276216507,1.01920306682587,0.489989638328552,0.841618597507477,1.22914040088654,0.484443157911301,0.83499151468277,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,23,50,15,0,6,0,15,10,25,8,0,13,0,8,3,11,37,17,20,16,48,12,3,42,1,9,22,9,0,0,1.50943064689636,0.629726707935333,0.841496407985687,1.60315823554993,0.401696979999542,0.593747138977051,1.02070510387421,0.490024447441101,0.848299741744995,1.23044335842133,0.484288036823273,0.838287174701691,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,20,55,15,0,5,0,18,7,20,8,1,9,0,10,5,13,35,17,22,15,43,12,5,40,3,8,23,9,0,3,1.50975477695465,0.629856586456299,0.841520309448242,1.60294997692108,0.401578217744827,0.593527495861053,1.02252745628357,0.489995300769806,0.854792237281799,1.2318434715271,0.484205991029739,0.841670036315918,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,21,48,13,0,0,0,19,6,23,9,0,12,0,5,3,11,35,16,25,18,46,6,0,41,1,9,25,10,0,0,1.51011800765991,0.630037307739258,0.841648042201996,1.60273241996765,0.401449054479599,0.593300640583038,1.02447295188904,0.489761739969254,0.861332654953003,1.23341822624207,0.483978182077408,0.845153272151947,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,24,51,16,0,5,0,18,13,22,7,1,11,0,8,5,7,35,16,23,18,47,10,1,39,5,10,26,11,1,0,1.51047813892365,0.630191683769226,0.841662228107452,1.60252141952515,0.40140563249588,0.593049883842468,1.02655625343323,0.489616453647613,0.867722630500793,1.23519897460938,0.483632683753967,0.848737597465515,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,25,49,14,0,5,0,17,10,14,8,1,11,3,9,0,8,29,11,23,17,50,5,3,40,2,11,23,12,0,0,1.51083469390869,0.630393087863922,0.841738224029541,1.60235476493835,0.4013731777668,0.592758417129517,1.02868092060089,0.490038394927979,0.873730838298798,1.23717081546783,0.483279436826706,0.852309226989746,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,23,46,13,1,1,0,19,9,19,10,0,13,0,9,3,13,30,9,22,15,48,10,0,45,4,10,23,7,0,0,1.51115012168884,0.630550444126129,0.841767966747284,1.60223305225372,0.401367723941803,0.592582106590271,1.0302437543869,0.490795731544495,0.878002762794495,1.2386611700058,0.483138561248779,0.854892790317535,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,23,49,11,5,5,0,17,8,18,9,3,8,1,7,3,7,25,11,19,17,52,10,1,43,3,10,20,10,0,0,1.51156342029572,0.630771100521088,0.841882348060608,1.60210311412811,0.401378870010376,0.592328131198883,1.03220105171204,0.491994887590408,0.883402347564697,1.24048805236816,0.483155429363251,0.858144044876099,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,13,47,10,0,4,2,12,10,20,9,0,7,0,10,2,13,31,11,22,17,52,9,0,40,5,11,23,10,1,1,1.51188540458679,0.630921423435211,0.842001616954803,1.60196566581726,0.401379615068436,0.592094659805298,1.03410148620605,0.493149757385254,0.888644874095917,1.24195384979248,0.483731836080551,0.861286818981171,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,12,50,9,0,0,0,22,11,15,6,0,2,3,5,3,9,29,9,21,17,51,11,1,42,8,10,23,10,0,0,1.51218628883362,0.631027340888977,0.842063903808594,1.60177004337311,0.401348859071732,0.591900885105133,1.03595352172852,0.494206517934799,0.89390230178833,1.24317824840546,0.484706461429596,0.864365518093109,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,17,50,6,0,3,0,16,13,15,7,5,13,0,8,1,9,24,10,22,16,48,13,2,40,4,5,21,8,0,1,1.51245784759521,0.63109964132309,0.842108130455017,1.60166394710541,0.401319146156311,0.591621577739716,1.03771805763245,0.495058566331863,0.899177491664887,1.24424052238464,0.485606849193573,0.867294907569885,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,17,50,10,1,4,4,13,14,15,9,0,1,1,7,1,11,21,11,20,15,52,10,2,44,3,11,25,10,1,0,1.51267731189728,0.631186604499817,0.842118382453918,1.60137104988098,0.401168644428253,0.591695964336395,1.03953146934509,0.495747983455658,0.904489636421204,1.24536299705505,0.486286282539368,0.870151102542877,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,18,50,12,2,4,7,21,9,13,10,0,2,0,16,2,5,27,15,21,17,50,14,3,45,3,10,23,10,0,0,1.51284039020538,0.631332099437714,0.842101216316223,1.60121440887451,0.40110445022583,0.591524004936218,1.04135966300964,0.496229320764542,0.909683346748352,1.24659895896912,0.486651480197907,0.872947931289673,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,11,50,14,0,5,0,15,3,17,8,0,9,0,8,2,10,31,11,22,14,54,13,2,48,5,10,23,11,0,0,1.51293611526489,0.631424367427826,0.842052519321442,1.60095810890198,0.400998860597611,0.591452240943909,1.04272472858429,0.496461629867554,0.913456857204437,1.24759721755981,0.486846417188644,0.874993979930878,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,9,51,14,0,5,0,15,10,14,10,0,11,2,6,3,10,30,11,20,17,57,13,1,42,6,6,25,11,0,0,1.51307654380798,0.631556689739227,0.842018067836762,1.60065734386444,0.400947123765945,0.591291427612305,1.04458022117615,0.496661096811295,0.918410181999206,1.24897086620331,0.487073361873627,0.877576649188995,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,17,49,11,0,5,0,14,9,17,6,0,7,1,5,2,14,30,12,22,16,58,9,2,42,5,7,21,10,0,2,1.51323866844177,0.63173919916153,0.842004477977753,1.60035991668701,0.400851637125015,0.591123461723328,1.04640424251556,0.496880084276199,0.923481523990631,1.2502669095993,0.487381279468536,0.880057513713837,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,17,49,11,1,9,0,13,4,12,7,0,8,1,5,2,12,29,12,21,18,56,11,1,48,3,10,25,7,0,0,1.51340925693512,0.631861984729767,0.841989994049072,1.60004818439484,0.400712728500366,0.591122388839722,1.04817962646484,0.497056186199188,0.928104519844055,1.25148987770081,0.487593859434128,0.882244169712067,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,10,52,12,1,2,0,13,11,13,9,0,3,0,8,2,11,28,11,17,18,66,11,1,45,4,10,21,12,0,0,1.51352500915527,0.632024824619293,0.842074275016785,1.59970510005951,0.400614798069,0.591108024120331,1.04988646507263,0.497120827436447,0.932537257671356,1.25262582302094,0.487851202487946,0.884461045265198,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,13,50,13,0,6,0,10,5,15,12,0,1,0,7,0,8,28,11,22,19,65,12,1,43,11,10,21,11,1,4,1.51367247104645,0.632168054580689,0.842108309268951,1.59934413433075,0.400528192520142,0.590948641300201,1.05150103569031,0.49680557847023,0.936780273914337,1.25370752811432,0.487924069166184,0.88651168346405,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,9,51,13,0,2,0,8,8,13,8,0,0,6,8,0,7,22,9,21,16,65,14,0,42,4,12,24,9,1,0,1.5138680934906,0.632294356822968,0.842163503170013,1.59886085987091,0.400456100702286,0.591138958930969,1.05322790145874,0.49617338180542,0.94117659330368,1.25475454330444,0.487903773784638,0.888451516628265,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,19,50,13,0,5,0,11,7,14,8,1,9,0,8,1,8,22,6,23,18,65,11,1,50,3,11,23,8,1,3,1.51401507854462,0.63239324092865,0.842244923114777,1.59857320785522,0.400424957275391,0.590996861457825,1.05449318885803,0.495609968900681,0.944220840930939,1.2554839849472,0.487801849842072,0.889701247215271,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,16,51,12,0,4,1,8,8,14,7,0,3,1,11,0,6,23,5,23,19,66,15,3,43,3,14,24,9,0,0,1.51420438289642,0.632474720478058,0.842358469963074,1.5980851650238,0.400301069021225,0.591092169284821,1.05599212646484,0.494669288396835,0.947916269302368,1.25644445419312,0.487711757421494,0.891489207744598,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,7,51,9,2,8,0,9,11,17,3,14,3,0,7,0,10,20,6,24,15,64,11,0,47,6,13,25,8,0,0,1.51441562175751,0.632529079914093,0.842522144317627,1.59774661064148,0.400200635194778,0.59119039773941,1.05756747722626,0.494068741798401,0.951496064662933,1.25733327865601,0.487653225660324,0.893079698085785,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
