S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,
21,7,3,41,5,1,16,0,11,3,32,5,0,7,1,2,3,9,17,10,15,0,47,21,0,97,6,23,22,5,1,1,1.56022071838379,0.651943802833557,0.715711534023285,1.63844192028046,0.412186861038208,0.501720786094666,1.08030414581299,0.575145363807678,0.675027132034302,1.26332926750183,0.513045728206635,0.7828329205513,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,5,5,34,5,0,8,0,12,2,32,3,0,6,0,1,0,18,17,6,15,7,44,21,1,102,8,24,22,5,0,0,1.56044840812683,0.652325212955475,0.715209424495697,1.63851881027222,0.412070691585541,0.501393973827362,1.0806086063385,0.576632142066956,0.681585073471069,1.26505970954895,0.513400077819824,0.785948157310486,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,8,5,36,5,1,10,1,12,1,29,4,0,4,0,1,2,13,19,3,20,8,49,21,0,100,7,21,23,2,0,0,1.56065201759338,0.65278160572052,0.714737236499786,1.63854622840881,0.411863207817078,0.501245081424713,1.08083343505859,0.577997326850891,0.688064634799957,1.26690411567688,0.513302028179169,0.788953185081482,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,7,38,7,1,8,1,13,2,24,3,0,4,4,0,1,14,21,3,16,2,52,20,0,95,9,24,19,2,0,3,1.56082653999329,0.653089821338654,0.714392781257629,1.63858008384705,0.411751925945282,0.501107573509216,1.08149337768555,0.578491449356079,0.693114995956421,1.26839017868042,0.512947380542755,0.791109979152679,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,4,43,6,0,4,1,11,3,25,1,2,1,0,1,1,10,17,9,18,5,55,21,0,100,9,22,18,8,0,0,1.56105697154999,0.653495073318481,0.713959991931915,1.63861334323883,0.411596447229385,0.500996112823486,1.08224868774414,0.579253494739533,0.699671685695648,1.27051305770874,0.512259483337402,0.793828368186951,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,3,3,39,14,0,4,1,15,3,26,2,0,1,0,1,1,10,18,5,15,5,58,17,0,98,7,24,19,8,1,0,1.56126356124878,0.653818905353546,0.713519990444183,1.63865864276886,0.411475300788879,0.500810205936432,1.08278024196625,0.580021917819977,0.70586508512497,1.27271914482117,0.511277139186859,0.796362638473511,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,0,42,5,9,9,0,13,2,27,2,0,4,0,1,5,12,18,3,15,3,55,20,0,100,7,21,18,10,1,0,1.56156611442566,0.65411639213562,0.713162839412689,1.63874661922455,0.411320805549622,0.500701367855072,1.08358180522919,0.580360174179077,0.712066173553467,1.27475833892822,0.510321378707886,0.798672437667847,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,8,4,38,6,0,7,1,15,1,30,1,0,4,0,1,1,15,19,5,16,3,58,20,2,101,9,22,22,6,0,6,1.56169092655182,0.654294371604919,0.712904751300812,1.63877737522125,0.41121256351471,0.500592410564423,1.08408212661743,0.580516397953033,0.71656197309494,1.2761687040329,0.509711265563965,0.800275683403015,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
18,3,4,41,4,1,6,0,15,2,27,3,0,3,1,2,1,13,18,5,14,8,57,21,1,105,6,22,19,10,0,0,1.56190717220306,0.65438836812973,0.712607860565185,1.63880395889282,0.411039769649506,0.500471889972687,1.0846118927002,0.580595672130585,0.722136318683624,1.27784907817841,0.508923232555389,0.802183985710144,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
18,3,3,42,5,0,7,1,14,12,27,1,2,6,1,3,3,15,17,6,13,4,58,19,1,109,7,21,19,6,0,0,1.56213974952698,0.654521226882935,0.71235728263855,1.63877725601196,0.410846740007401,0.500503122806549,1.08511531352997,0.580567479133606,0.727530777454376,1.27936291694641,0.50848001241684,0.803921639919281,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
19,2,3,38,5,2,6,1,14,1,27,2,0,0,2,4,2,11,18,4,12,4,62,18,1,112,9,22,22,7,0,0,1.56235265731812,0.654671370983124,0.712056815624237,1.63874685764313,0.410736590623856,0.500388383865356,1.08546578884125,0.580318689346314,0.73232364654541,1.28074336051941,0.50809907913208,0.80539608001709,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
19,0,5,38,2,0,6,0,10,5,27,1,0,2,1,0,2,9,19,3,11,4,55,22,2,116,7,24,22,8,2,0,1.56266844272614,0.654780149459839,0.711944997310638,1.63868427276611,0.410679161548615,0.500260293483734,1.08588135242462,0.5799201130867,0.736822843551636,1.28202712535858,0.507741153240204,0.806769967079163,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
19,1,2,40,4,0,4,0,15,0,28,5,0,3,1,3,2,8,15,4,14,4,59,21,1,116,8,21,20,6,0,0,1.56303691864014,0.654861450195313,0.711943745613098,1.63856077194214,0.410644590854645,0.500100493431091,1.08610510826111,0.579558610916138,0.74108225107193,1.28320169448853,0.507311582565308,0.807898581027985,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
17,1,9,40,4,0,8,0,14,1,28,5,0,0,9,5,0,17,21,3,13,8,59,19,0,115,6,20,20,6,0,0,1.56328868865967,0.654946267604828,0.711984694004059,1.63850498199463,0.410593271255493,0.500101566314697,1.08636784553528,0.57928329706192,0.744030833244324,1.28405594825745,0.50699907541275,0.808733105659485,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
17,1,2,42,4,0,6,1,15,7,27,8,1,3,0,4,2,15,12,2,18,1,58,15,0,118,7,22,22,6,0,0,1.56364369392395,0.654977560043335,0.712026298046112,1.63836944103241,0.410513401031494,0.500250935554504,1.08663749694824,0.578681111335754,0.747666537761688,1.28514873981476,0.506598591804504,0.809833288192749,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
19,3,3,40,5,3,11,1,11,3,23,2,0,0,2,5,3,14,18,1,12,0,61,17,0,118,9,22,21,6,0,0,1.56398069858551,0.654975771903992,0.71207195520401,1.63824462890625,0.410494655370712,0.500203430652618,1.08700120449066,0.577950954437256,0.750754594802856,1.28611505031586,0.506329655647278,0.810916543006897,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
23,2,1,37,6,1,7,0,13,2,29,0,1,8,0,8,0,14,15,0,13,3,62,14,0,114,7,25,23,4,0,0,1.56428813934326,0.655006170272827,0.712222874164581,1.63811159133911,0.410390079021454,0.500246286392212,1.08706343173981,0.577430427074432,0.753245294094086,1.28691506385803,0.506071507930756,0.811915695667267,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
21,1,3,41,4,7,6,0,13,3,27,5,0,2,1,7,1,9,15,4,14,2,62,13,3,116,9,24,20,6,0,0,1.56452989578247,0.655018389225006,0.712347805500031,1.63804531097412,0.410383552312851,0.500239312648773,1.08739793300629,0.57688444852829,0.755000948905945,1.28749322891235,0.505894243717194,0.812629580497742,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
19,2,11,39,5,0,7,6,11,3,30,2,1,4,4,5,0,13,18,7,14,0,62,15,7,115,7,24,22,7,0,0,1.56486117839813,0.654978692531586,0.712592244148254,1.63790047168732,0.410382062196732,0.500246047973633,1.087926030159,0.576117157936096,0.757208704948425,1.28831791877747,0.505435287952423,0.813518226146698,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
22,1,4,45,13,0,10,0,14,7,27,1,1,5,4,5,1,16,17,4,13,6,61,14,0,115,6,22,22,3,0,0,1.56511783599854,0.654938101768494,0.712830483913422,1.63772034645081,0.410331606864929,0.500404536724091,1.08836281299591,0.575494527816772,0.75935697555542,1.28910160064697,0.504966616630554,0.814396858215332,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,1,3,39,5,2,9,1,12,8,25,2,0,5,2,3,3,16,12,7,14,3,61,12,1,109,6,22,21,6,0,0,1.56533145904541,0.654893696308136,0.713010609149933,1.63759791851044,0.410372763872147,0.500299513339996,1.08874464035034,0.57478940486908,0.760973989963532,1.28979468345642,0.504431664943695,0.815301477909088,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
16,1,3,42,4,1,4,1,11,0,27,8,0,3,0,9,1,14,18,3,14,3,62,13,0,114,6,27,23,5,0,0,1.56558787822723,0.654821336269379,0.71329003572464,1.63752579689026,0.410415679216385,0.500290870666504,1.08915293216705,0.574072182178497,0.762279093265533,1.29036438465118,0.503981173038483,0.816150903701782,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
18,1,4,42,0,0,8,0,12,2,22,4,1,6,0,1,1,10,15,6,12,5,56,23,1,111,7,23,19,5,0,0,1.56575334072113,0.654814124107361,0.713484346866608,1.63749492168427,0.410431265830994,0.500326454639435,1.08949434757233,0.573546350002289,0.763028144836426,1.29073011875153,0.503657221794128,0.816743433475494,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
21,0,4,41,5,2,7,0,13,4,29,4,0,6,0,0,0,17,17,0,13,7,58,27,7,115,4,26,17,4,1,0,1.56588208675385,0.65472948551178,0.713679730892181,1.63746023178101,0.410450726747513,0.500350475311279,1.08986449241638,0.573030412197113,0.763924479484558,1.29120683670044,0.503378093242645,0.8173947930336,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
17,0,3,40,3,0,14,1,13,4,28,4,1,5,0,3,6,12,16,4,17,7,58,30,0,116,9,25,19,7,0,2,1.56602346897125,0.654650032520294,0.713952302932739,1.63741183280945,0.410405963659287,0.500628232955933,1.09015095233917,0.572613656520844,0.764674544334412,1.29164910316467,0.503125667572022,0.818040609359741,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,1,2,37,5,0,7,0,12,2,28,3,1,6,1,7,6,12,15,2,14,8,59,30,4,113,8,22,20,8,0,8,1.56625580787659,0.654581129550934,0.714379727840424,1.63735711574554,0.410386890172958,0.500714659690857,1.09052276611328,0.572195053100586,0.765246331691742,1.29196465015411,0.502816915512085,0.818521022796631,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
16,1,1,37,3,1,8,0,12,5,29,4,0,8,1,3,1,16,16,3,14,7,60,19,0,114,7,25,19,7,0,0,1.56638789176941,0.654497385025024,0.714695811271668,1.63732218742371,0.410400003194809,0.500775694847107,1.09079432487488,0.571777105331421,0.765687882900238,1.29217064380646,0.50248509645462,0.818937182426453,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,1,4,37,13,4,7,4,13,5,28,5,1,6,0,4,9,18,17,4,14,7,59,23,0,113,7,20,18,5,0,0,1.56646013259888,0.654461979866028,0.714900255203247,1.6372994184494,0.410470515489578,0.500717580318451,1.09091603755951,0.571595191955566,0.765886127948761,1.29230082035065,0.502302527427673,0.819178462028503,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,9,45,5,1,8,0,14,6,26,5,0,1,0,2,3,12,16,4,14,7,58,27,0,114,5,24,19,5,1,0,1.56651628017426,0.654446244239807,0.715146601200104,1.63732194900513,0.410449743270874,0.500770688056946,1.091064453125,0.571352601051331,0.76592743396759,1.29241573810577,0.502082765102387,0.819438874721527,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,3,42,7,0,8,0,15,2,27,3,0,5,0,3,2,14,17,1,15,6,59,21,6,111,9,20,23,2,0,12,1.56654691696167,0.654401063919067,0.715338885784149,1.63737046718597,0.410389363765717,0.500953793525696,1.09120142459869,0.57114964723587,0.765738785266876,1.29245924949646,0.501905918121338,0.81956022977829,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
18,0,9,37,0,12,6,0,16,2,30,4,3,9,0,5,3,16,15,1,14,5,61,23,0,113,10,24,18,6,0,0,1.56651949882507,0.654339730739594,0.715505003929138,1.63741862773895,0.410380691289902,0.501149535179138,1.09122586250305,0.571037292480469,0.765446066856384,1.29240119457245,0.501753032207489,0.819561660289764,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,5,36,0,0,8,1,13,3,29,9,0,5,0,3,1,13,15,0,14,7,61,25,1,113,7,26,16,7,0,0,1.56650471687317,0.654294610023499,0.715683996677399,1.63744783401489,0.410385549068451,0.50117951631546,1.09123814105988,0.570777118206024,0.765051007270813,1.29223895072937,0.50163334608078,0.819432199001312,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,0,1,39,4,5,9,6,12,3,27,3,0,5,0,3,11,12,18,0,13,7,59,27,4,113,7,22,21,5,0,0,1.56642580032349,0.654251039028168,0.715774118900299,1.63748955726624,0.410359352827072,0.501340985298157,1.09113025665283,0.570785760879517,0.764666199684143,1.29207146167755,0.501551926136017,0.819272875785828,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,4,38,5,0,9,1,8,3,30,2,12,6,6,5,2,16,14,5,13,7,57,23,1,115,9,22,15,6,0,4,1.56629490852356,0.65420013666153,0.715842306613922,1.63752961158752,0.410404086112976,0.501434087753296,1.09091091156006,0.57072639465332,0.764074742794037,1.29183661937714,0.501448392868042,0.819009304046631,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,38,5,3,7,0,12,6,29,2,0,6,1,2,1,12,15,3,16,9,57,20,0,112,3,22,18,7,4,0,1.56624639034271,0.654188752174377,0.716088354587555,1.637615442276,0.410476267337799,0.501304090023041,1.09078538417816,0.570568442344666,0.763298809528351,1.29155850410461,0.50132828950882,0.818702280521393,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,4,3,39,4,1,4,0,11,4,28,3,0,2,1,7,1,14,15,3,15,9,60,26,1,113,7,23,21,9,1,0,1.56614947319031,0.654173731803894,0.716172099113464,1.63772404193878,0.410427659749985,0.50149130821228,1.09059047698975,0.570526897907257,0.762236773967743,1.29121041297913,0.501390159130096,0.818364024162293,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,3,1,38,0,15,8,1,13,1,30,5,0,5,0,5,1,17,17,7,12,7,56,27,0,115,10,22,18,7,1,0,1.56605195999146,0.654130578041077,0.716297447681427,1.63781976699829,0.410449624061585,0.501570999622345,1.09025764465332,0.57059234380722,0.761026918888092,1.29076111316681,0.501412391662598,0.817790389060974,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,9,40,7,0,7,0,16,6,27,5,0,3,0,6,1,14,15,5,14,8,59,25,0,114,7,23,20,7,0,0,1.56600213050842,0.654125094413757,0.71642279624939,1.63787150382996,0.410421997308731,0.501657664775848,1.09014868736267,0.570484459400177,0.759959042072296,1.29037833213806,0.50146472454071,0.817359685897827,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,1,4,38,1,1,9,1,5,3,26,5,1,6,0,1,0,13,14,2,11,2,56,30,0,112,6,22,15,9,0,0,1.56589674949646,0.654070317745209,0.716514110565185,1.63809990882874,0.410208135843277,0.502258896827698,1.08987486362457,0.570486068725586,0.758397459983826,1.28985893726349,0.501404702663422,0.816599488258362,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,5,40,6,0,7,0,8,12,29,4,0,5,0,7,1,14,15,1,12,5,61,28,1,111,7,22,19,8,0,0,1.56574606895447,0.654001653194428,0.716578722000122,1.63820385932922,0.410221636295319,0.5024134516716,1.08962547779083,0.570353150367737,0.756911396980285,1.28928434848785,0.50129359960556,0.815917670726776,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,5,37,5,0,4,6,9,3,28,3,0,4,1,2,0,15,16,0,13,4,59,26,5,113,7,20,19,4,0,0,1.56559884548187,0.653974890708923,0.71672248840332,1.63832557201386,0.410267144441605,0.502353668212891,1.08924376964569,0.570394933223724,0.755192339420319,1.28872621059418,0.50119686126709,0.81522399187088,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,1,7,41,3,7,9,0,11,4,29,5,4,0,1,5,0,17,9,1,13,5,59,30,2,112,6,19,21,4,0,0,1.56546068191528,0.65391343832016,0.716842532157898,1.63846361637115,0.410129308700561,0.502764523029327,1.08893954753876,0.57033634185791,0.753240048885345,1.28813779354095,0.501108705997467,0.814423322677612,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,7,8,40,5,1,6,0,10,0,30,3,0,4,1,4,7,16,13,4,11,10,59,27,0,114,6,20,24,6,1,0,1.56536114215851,0.653894245624542,0.716995596885681,1.63854670524597,0.410180628299713,0.502805948257446,1.08872711658478,0.570106148719788,0.751723229885101,1.28763961791992,0.501072287559509,0.813825488090515,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,13,11,39,6,0,9,0,6,6,28,5,1,3,0,5,1,16,12,1,11,0,58,26,0,113,5,22,15,12,0,4,1.56521379947662,0.653818666934967,0.717116415500641,1.63868117332459,0.410174161195755,0.502998828887939,1.0884028673172,0.570010542869568,0.749712526798248,1.28695929050446,0.500954985618591,0.812891900539398,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,6,36,6,0,7,0,12,1,26,8,1,5,0,1,4,16,15,0,11,5,58,25,1,116,6,24,23,3,0,0,1.56507241725922,0.653782308101654,0.717264354228973,1.63884687423706,0.410142242908478,0.50311279296875,1.08816003799438,0.569911122322083,0.74749082326889,1.28627967834473,0.500818371772766,0.811913788318634,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,5,35,5,1,8,0,9,2,26,6,2,4,0,6,5,13,13,4,11,6,58,25,8,112,3,20,18,6,0,2,1.56491947174072,0.653730928897858,0.717393219470978,1.63897788524628,0.410144418478012,0.503338217735291,1.08784568309784,0.569729506969452,0.745109438896179,1.28558337688446,0.50059449672699,0.810818910598755,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,6,38,5,0,9,2,9,3,24,4,0,3,0,7,12,17,15,2,12,7,56,23,4,110,6,19,18,9,0,14,1.5648021697998,0.653680860996246,0.717406332492828,1.63912832736969,0.410156339406967,0.503492295742035,1.08762228488922,0.569591999053955,0.743203043937683,1.28501498699188,0.500497400760651,0.809987127780914,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,0,7,40,4,0,7,1,9,4,31,3,1,6,1,11,1,12,13,1,10,7,54,26,4,111,6,19,20,3,2,0,1.5646938085556,0.653646230697632,0.717595040798187,1.6392914056778,0.410209178924561,0.503516614437103,1.08716535568237,0.569088280200958,0.740548491477966,1.28417587280273,0.500374615192413,0.808783948421478,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,1,7,41,3,1,7,0,9,4,32,5,0,6,1,3,1,13,13,1,11,4,57,27,2,113,5,22,19,7,0,0,1.56462419033051,0.653576910495758,0.717821896076202,1.6393815279007,0.410184979438782,0.503801345825195,1.08671402931213,0.568764805793762,0.737825632095337,1.28320860862732,0.500152468681335,0.807422995567322,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,2,4,39,5,0,8,0,11,0,29,3,0,2,1,1,1,14,14,1,12,3,54,25,7,112,7,20,17,6,1,0,1.5645968914032,0.653526663780212,0.718032240867615,1.63947284221649,0.410206079483032,0.5039302110672,1.08621609210968,0.568214774131775,0.734748065471649,1.28213167190552,0.499827474355698,0.805888175964356,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,43,10,1,8,0,10,3,31,2,0,5,0,1,3,8,15,2,11,10,58,27,4,112,13,22,23,9,0,0,1.56462323665619,0.653498232364655,0.718297302722931,1.63951098918915,0.410237342119217,0.504106462001801,1.08560025691986,0.567625939846039,0.731384694576263,1.28102803230286,0.499402672052383,0.80405330657959,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,4,45,8,1,8,0,7,3,30,2,0,2,0,2,3,13,15,2,10,3,58,26,9,112,14,19,22,11,0,2,1.56465101242065,0.653430879116058,0.718475341796875,1.63951909542084,0.410298883914948,0.504245519638062,1.0851823091507,0.567131698131561,0.728977799415588,1.28016984462738,0.498989552259445,0.802525997161865,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,4,4,42,10,0,9,0,10,2,34,6,0,0,0,3,1,9,17,2,12,2,54,25,3,112,6,17,23,8,0,1,1.56484079360962,0.653370022773743,0.718944013118744,1.63949143886566,0.410356789827347,0.504383504390717,1.08443605899811,0.566292941570282,0.725299596786499,1.27898514270782,0.498360097408295,0.800188302993774,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,0,6,45,11,0,7,1,10,4,33,0,0,3,1,5,2,14,11,5,12,4,59,28,0,114,5,13,23,9,1,0,1.56500387191772,0.65334677696228,0.719494521617889,1.63939321041107,0.410417586565018,0.504479646682739,1.08346807956696,0.565390229225159,0.721395313739777,1.27771317958832,0.497680455446243,0.797590255737305,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
8,14,10,42,17,0,15,1,10,0,32,1,1,3,0,2,2,12,15,2,14,0,58,28,2,110,5,14,21,9,0,0,1.56514871120453,0.653209030628204,0.719949901103973,1.63921809196472,0.410408288240433,0.504842698574066,1.08263719081879,0.564481019973755,0.717060029506683,1.2764230966568,0.497138917446137,0.794889986515045,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,14,41,14,0,6,1,7,1,33,0,2,3,0,4,1,15,15,5,14,3,58,30,1,112,6,17,25,11,0,1,1.56522834300995,0.653070509433746,0.720306277275085,1.63913452625275,0.410435080528259,0.505168378353119,1.0818749666214,0.563595235347748,0.711983680725098,1.27506577968597,0.496753007173538,0.792015612125397,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,8,42,10,2,10,0,10,2,31,2,0,6,6,0,2,9,13,4,13,0,57,28,0,114,6,17,27,6,0,0,1.56533861160278,0.65300852060318,0.720659673213959,1.63908910751343,0.41044682264328,0.505394279956818,1.08144235610962,0.562811732292175,0.707749843597412,1.27400100231171,0.496660679578781,0.789781391620636,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,7,41,13,11,11,1,9,0,31,0,1,2,0,3,0,11,15,2,13,3,57,31,0,118,5,17,27,7,0,0,1.56516075134277,0.652886867523193,0.720783531665802,1.63900983333588,0.410511285066605,0.505571126937866,1.080930352211,0.562006950378418,0.701802253723145,1.27255403995514,0.496439605951309,0.786605596542358,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,7,39,15,0,9,1,10,1,33,1,2,7,12,4,3,14,15,6,15,5,58,26,1,115,5,16,27,6,0,0,1.56513726711273,0.652714610099793,0.721073091030121,1.6389867067337,0.410516530275345,0.505791127681732,1.08062374591827,0.561063945293427,0.695724487304688,1.27111077308655,0.496265232563019,0.783288240432739,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
18,1,7,38,14,0,12,0,10,1,31,3,1,2,0,5,0,19,13,3,19,7,60,27,1,114,5,18,23,6,0,0,1.56507730484009,0.652585744857788,0.721383512020111,1.63897967338562,0.410512626171112,0.506067991256714,1.08037924766541,0.560320138931274,0.68967992067337,1.26968431472778,0.496113210916519,0.78001594543457,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,9,40,10,0,7,0,12,5,28,2,10,3,1,5,1,12,15,10,14,9,57,28,1,114,3,16,28,8,0,0,1.56494176387787,0.652413249015808,0.72155112028122,1.6390095949173,0.410523861646652,0.506193935871124,1.0802276134491,0.559663355350494,0.683631598949432,1.26837015151978,0.495928376913071,0.77679568529129,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,8,36,15,0,9,1,12,1,29,1,0,5,11,6,2,12,14,6,14,8,63,29,0,116,4,18,27,10,0,0,1.56490802764893,0.652306497097015,0.721853017807007,1.63904583454132,0.410494178533554,0.506449341773987,1.08017182350159,0.559186100959778,0.677405416965485,1.26698851585388,0.495719701051712,0.773541748523712,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,3,8,39,15,0,10,1,7,0,31,3,1,7,0,2,3,12,13,6,24,6,55,29,1,116,6,19,30,10,0,0,1.56467175483704,0.652192056179047,0.721857368946075,1.63911652565002,0.41045531630516,0.506681621074677,1.08046174049377,0.558677792549133,0.671048879623413,1.26557433605194,0.495460033416748,0.770130217075348,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,0,6,42,11,0,10,0,9,1,29,3,0,5,0,3,11,12,16,1,21,7,58,26,1,114,7,20,26,10,0,0,1.56473350524902,0.652135133743286,0.72222089767456,1.63914132118225,0.410464972257614,0.506828367710114,1.08067631721497,0.557917416095734,0.666167199611664,1.26449906826019,0.495107233524323,0.767435610294342,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,9,39,14,0,9,1,10,0,31,4,0,4,0,0,2,15,13,7,20,6,60,28,1,116,3,18,29,10,0,0,1.5646687746048,0.652023911476135,0.722547054290772,1.63914442062378,0.410528957843781,0.506996631622314,1.08093333244324,0.55766087770462,0.659790396690369,1.26304173469543,0.494598627090454,0.763713717460632,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,0,9,38,13,0,12,3,7,0,26,3,0,3,0,2,2,11,14,7,19,8,57,29,1,119,1,18,31,9,0,0,1.56456232070923,0.651895642280579,0.722978532314301,1.63910186290741,0.41058537364006,0.507185220718384,1.08116281032562,0.55746054649353,0.653548717498779,1.26166260242462,0.494089215993881,0.759888708591461,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,10,5,41,18,0,10,0,15,1,31,5,0,2,7,2,1,9,20,8,19,9,58,31,0,115,6,17,34,9,15,2,1.56436288356781,0.651760578155518,0.723236858844757,1.63910675048828,0.410684615373611,0.507314920425415,1.08108174800873,0.557147204875946,0.646940290927887,1.26042234897614,0.493736952543259,0.756056487560272,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,9,10,42,19,0,11,2,10,9,33,3,0,4,0,4,3,13,14,9,18,6,60,26,12,120,6,13,32,11,3,0,1.564213514328,0.651659905910492,0.723573327064514,1.63918423652649,0.410716474056244,0.507479965686798,1.08172523975372,0.556712329387665,0.640375673770905,1.25921511650085,0.493530780076981,0.752174615859985,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
8,1,7,44,13,0,10,0,10,1,33,4,0,3,0,0,0,11,13,5,23,4,56,28,0,120,5,17,34,11,0,0,1.56405770778656,0.651582896709442,0.723908960819244,1.63925993442535,0.410732448101044,0.507667124271393,1.08220589160919,0.556402146816254,0.633000195026398,1.25784051418304,0.493434399366379,0.748382449150085,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,0,7,44,13,0,8,0,9,1,31,3,0,5,1,2,1,13,14,8,19,5,59,27,0,119,6,18,32,11,0,0,1.56395709514618,0.651504635810852,0.724197685718536,1.63929712772369,0.410718262195587,0.50787752866745,1.08266115188599,0.55623334646225,0.627418577671051,1.25682437419891,0.493362456560135,0.745384395122528,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
