time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1287.29,3.69,0.04,1.40,0.06,-0.67,0.73,-0.25,0.62,-0.18,0,0,317,635,109,224,402,220,0,0
1287.40,4.02,-0.13,1.15,0.06,-0.68,0.72,-0.25,0.63,-0.19,0,0,318,635,109,224,402,219,0,0
1287.50,3.12,-0.04,1.19,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,317,635,109,224,401,219,0,0
1287.61,3.28,-0.08,1.03,0.06,-0.66,0.71,-0.25,0.62,-0.18,0,0,316,636,109,224,400,218,0,0
1287.71,3.75,0.06,1.26,0.06,-0.67,0.72,-0.25,0.63,-0.19,0,0,317,635,109,223,400,218,0,0
1287.82,4.10,0.09,1.23,0.06,-0.67,0.72,-0.25,0.63,-0.19,0,0,316,635,108,224,400,219,0,0
1287.92,3.20,0.50,1.39,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,317,636,109,225,401,219,0,0
1288.03,3.17,-0.27,1.11,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,317,636,108,224,401,219,0,0
1288.14,3.63,0.46,1.65,0.06,-0.67,0.71,-0.25,0.63,-0.18,0,0,317,638,109,225,403,220,0,0
1288.24,3.75,0.31,1.58,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,317,639,109,226,402,220,0,0
1288.35,3.51,0.08,1.27,0.06,-0.67,0.72,-0.26,0.63,-0.18,0,0,318,639,111,226,403,220,0,0
1288.45,3.91,0.10,1.66,0.06,-0.67,0.72,-0.25,0.63,-0.17,0,0,318,641,112,227,405,221,0,0
1288.56,3.95,0.07,1.64,0.06,-0.67,0.72,-0.25,0.63,-0.17,0,0,318,642,112,227,404,221,0,0
1288.66,4.16,0.51,1.33,0.06,-0.67,0.72,-0.26,0.63,-0.18,0,0,320,642,113,229,405,223,0,0
1288.77,4.16,0.18,1.44,0.06,-0.67,0.71,-0.25,0.63,-0.17,0,0,321,645,112,229,407,225,0,0
1288.87,4.27,0.22,1.53,0.07,-0.67,0.72,-0.25,0.63,-0.18,0,0,321,646,111,231,407,225,0,0
1288.98,5.12,0.54,1.72,0.07,-0.68,0.71,-0.25,0.63,-0.19,0,0,322,648,111,231,409,224,0,0
